	BCGY	CCHN	CCNG	CDNG	CKEY	CKIM	DCGY	DDNG	DDON	DKIM	EKIM	GCGY	GCHN	GKES	GKIM	HDSK	HKES	IKES	JDNG	JKES	JKIM	ZSUN	KCHN	KKEY	KKIM	NKES	RDNG	SCYD	SDNG	YCGY	YDON	YKEY	YKIM	YSEO	YSNG	ZKES
KKIM	23.324503827569576	23.63378031549093	8.639238002088668	23.108546398133264	8.280341932261388	13.7782885913373	23.28472940755457	23.108689933555386	21.525968911730615	13.799565187081983	11.919931992335835	23.062384329172335	23.645825156272664	11.387431076127127	13.832304098083233	8.26020372946979	11.36634968071255	12.129292259335974	23.104086650381653	8.771472555166433	5.634649369503995	9.741868210319469	24.586187086704168	8.480179659106446	0	12.22724061844672	23.104086650381653	8.235448373010476	23.13329717669744	17.294567106350645	21.79347231281924	8.340056368091261	13.799565187081983	10.701671274576846	11.365477830586991	9.465529296722185
NKES	23.506834222329356	23.72288380580982	10.267920741640127	23.03567983846766	9.337268745640982	12.876763958690107	23.46721246462015	23.036956986166608	21.83891069406245	12.897816590269056	13.946564926246674	23.24377699098868	23.747499795604455	16.239716985121948	13.89439166978375	8.279091729011185	19.290733879494628	25.126264871451482	23.03121624542587	10.13600478599576	8.225435068945133	10.429005870636441	24.655876003038546	9.564780982011793	12.22724061844672	0	23.03121624542587	8.33565843897745	23.060426771741657	17.214448984804733	22.036933159240135	9.379080602319785	12.897816590269056	11.510997881053747	10.097337184260233	8.744764820781322
RDNG	25.434393408565384	20.24613472530868	23.026290565281347	14.208608480564527	23.491364202405897	23.02799952752319	25.465884532591772	19.99216169153819	24.412780556980657	23.02799952752319	23.038114053692798	25.48538620355924	20.231114975276146	23.089781587727355	23.02736043364441	23.054058712639502	23.064318629888728	23.04673015593102	29.010928961748633	23.087909914774322	23.15096504562149	23.072373719037106	21.58140733939116	23.5165080395579	23.104086650381653	23.03121624542587	0	23.051746173988658	20.120475431028943	23.949599861318763	24.447879601955524	23.514867580838498	23.02799952752319	23.09777186562564	23.16847405114662	23.398692790672577
SCYD	23.23379276801759	23.584268325176993	6.799169838079097	23.05607046090153	9.57534308820174	7.993561565174991	23.19278954245027	23.045483356935232	21.712338302797342	7.9729787714654625	7.131203417318351	22.9716732760716	23.67604424376993	8.449692097265162	8.045482232171995	18.196898287694296	7.29514826863263	8.244741335294387	23.051746173988658	6.907484816766299	6.810632027102725	6.878802325072749	24.614694503914272	9.78013073607978	8.235448373010476	8.33565843897745	23.051746173988658	0	23.080956700304448	17.35673538301037	21.92882106477835	9.657749349987474	7.9729787714654625	8.910715501301961	9.49609871597301	7.3993703403825855
SDNG	25.43286473056612	20.245041895486565	23.056027407386612	14.224524982847871	23.490096635583082	23.057210053838975	25.464355854592508	21.004730223816363	24.412202561604623	23.057210053838975	23.067324580008588	25.483857525559976	20.230022145454033	23.11899211404314	23.056570959960197	23.083269238955292	23.093529156204514	23.075940682246806	19.131404392777576	23.113014626816206	23.150162528929144	23.101584245352893	21.580314509569046	23.515240472735083	23.13329717669744	23.060426771741657	20.120475431028943	23.080956700304448	0	23.948064693864314	24.447335606307494	23.513600014015683	23.057210053838975	23.12733768413618	23.19768457746241	23.392332326865304
YCGY	15.796475561073736	24.233200584877103	17.789512670699494	23.951584269539882	18.54999973600065	17.090223444944368	15.826884146713619	23.96773098500683	22.897159210585905	17.117744259005423	17.092636885954303	15.879311288803333	24.240861114706917	17.29315058320583	17.09363135781712	17.264905013652854	17.250460632229206	17.21637086466779	23.949599861318763	17.36068252531984	18.160474541103884	17.41577664806942	25.099098482809257	17.61888003945653	17.294567106350645	17.214448984804733	23.949599861318763	17.35673538301037	23.948064693864314	0	23.02065699157486	17.640730612097354	17.117744259005423	17.3210423877259	17.352308220910896	17.184171871853838
YDON	23.175679837731	24.642752851883518	21.65434303233582	24.451010263772172	21.7773762026487	22.0591278443248	23.201503765911504	24.28248519416	16.62901244009998	22.056327564296794	22.00953997687464	23.180818045908893	24.634198048598186	22.136049041029015	22.0535715430334	21.934539800789373	22.070263318173044	22.03472349839738	24.447879601955524	22.258573577610708	22.027791768844025	21.92416593954473	25.364827864091446	21.7645018119273	21.79347231281924	22.036933159240135	24.447879601955524	21.92882106477835	24.447335606307494	23.02065699157486	0	21.770877100257515	22.056327564296794	21.896432697631298	21.808906832350704	21.899015361205205
YKEY	23.221510324056528	23.990249881771884	9.341211887382483	23.5169631172207	21.232499843005424	9.10230306161935	23.18591793418595	23.5294389480708	21.7420981059296	9.12483795066076	9.181656758244637	23.06455859810179	23.93242887883436	9.496410862940081	9.098606721111054	9.621957468819218	9.498575100277566	9.34132268812616	23.514867580838498	9.834947322229716	8.49010799042433	8.41430724951184	24.903063346627572	14.573770908318604	8.340056368091261	9.379080602319785	23.514867580838498	9.657749349987474	23.513600014015683	17.640730612097354	21.770877100257515	0	9.12483795066076	9.539214239393413	9.682653445640483	10.156707465700132
YKIM	23.434714966327334	23.72847661192256	8.643772872565567	23.03246120499268	9.064558173691196	29.02127659574468	23.3940772081592	23.028511510093992	21.849433180712595	30.0	23.198369453609622	23.178225077833385	23.749424003868796	12.058613747630808	22.111789648443132	7.919752395140268	14.053197294453668	14.814398401190488	23.02799952752319	9.518945233946296	9.227955063367608	10.409728063824526	24.684299951160366	9.265386066669894	13.799565187081983	12.897816590269056	23.02799952752319	7.9729787714654625	23.057210053838975	17.117744259005423	22.056327564296794	9.12483795066076	0	9.516480921941227	11.110972658342527	8.198421477812785
YSEO	23.21679368985849	23.922863190406485	9.080507648411496	23.10228741951992	9.501612303415476	9.495204326196545	23.176855033500868	23.09507734495293	21.809406073225006	9.516480921941227	9.51207420139427	23.005395626441178	23.955062682585037	10.633740961962307	9.473195871116964	8.887641853475305	10.66512811094623	11.469444191912272	23.09777186562564	8.13250995962921	6.775787550023456	8.68623030629088	24.905465329679448	9.683123299556668	10.701671274576846	11.510997881053747	23.09777186562564	8.910715501301961	23.12733768413618	17.3210423877259	21.896432697631298	9.539214239393413	9.516480921941227	0	10.725165899616778	8.778507175191965
YSNG	23.391772536122577	23.739812017863688	8.845067014967292	23.17293572861611	9.649960343790015	11.089696062597847	23.356202501061055	23.199798432399913	21.60756519246982	11.110972658342527	10.193017758867398	23.136033572757313	23.72430156963664	10.238550779269579	11.057257622919996	9.444471836687883	11.133322645098087	10.000586555354102	23.16847405114662	7.657451508189396	6.617406966503427	9.759507689070151	24.68806376488539	9.841111738045866	11.365477830586991	10.097337184260233	23.16847405114662	9.49609871597301	23.19768457746241	17.352308220910896	21.808906832350704	9.682653445640483	11.110972658342527	10.725165899616778	0	8.251411513854363
ZKES	23.450795524065942	23.647370093174523	9.020053320570781	23.403198774082075	10.154764835661359	8.177368846233838	23.416183219419715	23.381143579009997	21.700933612673868	8.198421477812785	8.221146247713442	23.19839099937503	23.62845022684095	8.77643805456331	8.189820059294984	7.354663692413877	7.864519352514427	8.62488452436348	23.398692790672577	9.315188172922348	6.443109829211375	8.680924434706256	24.60458566392938	10.288498553129164	9.465529296722185	8.744764820781322	23.398692790672577	7.3993703403825855	23.392332326865304	17.184171871853838	21.899015361205205	10.156707465700132	8.198421477812785	8.778507175191965	8.251411513854363	0
